LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default,CHANGE_AMT1,CHANGE_AMT2,CHANGE_AMT3,CHANGE_AMT4,CHANGE_AMT5
50000.0,1,3,2,23,0,0,0,0,0,0,1973.0,1426.0,1001.0,1432.0,1062.0,997.0,0,-5810.0,-5787.0,-7056.0,862.0,217.0
60000.0,1,1,2,27,1,-2,-1,-1,-1,-1,0.0,1000.0,0.0,500.0,0.0,1000.0,1,-316.0,684.0,-316.0,184.0,-316.0
50000.0,2,3,2,30,0,0,0,0,0,0,1300.0,1300.0,1000.0,1500.0,1000.0,1012.0,0,-6403.0,1025.0,715.0,1053.0,686.0
50000.0,2,3,1,47,-1,-1,-1,-1,-1,-1,3415.0,3421.0,2044.0,30430.0,257.0,0.0,0,2765.0,1.0,-1376.0,28390.0,-30173.0
50000.0,1,1,2,26,0,0,0,0,0,0,1500.0,1500.0,1000.0,1000.0,1600.0,0.0,0,1246.0,921.0,411.0,468.0,-6975.0
230000.0,2,1,2,27,-1,-1,-1,-1,-1,-1,17270.0,13281.0,15339.0,14307.0,37292.0,0.0,0,619.0,-3999.0,2073.0,-1032.0,22616.0
50000.0,1,2,2,33,2,0,0,0,0,0,1718.0,1500.0,1000.0,1000.0,1000.0,716.0,1,-900.0,-7516.0,632.0,483.0,463.0
100000.0,1,1,2,32,0,0,0,0,0,0,3023.0,3511.0,3302.0,3204.0,3200.0,2504.0,0,-8965.0,-1191.0,-1922.0,-2255.0,-3114.0
500000.0,2,2,1,54,-2,-2,-2,-2,-2,-2,4152.0,22827.0,7521.0,71439.0,981.0,51582.0,0,-6777.0,18570.0,-15201.0,63918.0,-62458.0
500000.0,1,1,1,58,-2,-2,-2,-2,-2,-2,5006.0,31178.0,3180.0,0.0,5293.0,768.0,0,-8703.0,26124.0,-27950.0,-3180.0,5293.0
160000.0,1,1,2,30,-1,-1,-2,-2,-2,-1,131.0,396.0,396.0,565.0,792.0,0.0,0,-30396.0,-396.0,-396.0,-565.0,-396.0
280000.0,1,2,1,40,0,0,0,0,0,0,8026.0,8060.0,6300.0,6400.0,6400.0,6737.0,0,-5175.0,-906.0,-10012.0,3491.0,3512.0
60000.0,2,2,2,22,0,0,0,0,0,-1,1500.0,1518.0,2043.0,0.0,47671.0,617.0,0,-5248.0,1262.0,-5042.0,-34361.0,46995.0
50000.0,1,1,2,25,1,-1,-1,-2,-2,-2,780.0,0.0,0.0,0.0,0.0,0.0,1,780.0,-780.0,0.0,0.0,0.0
280000.0,1,1,2,31,-1,-1,2,-1,0,-1,9075.0,0.0,9976.0,8000.0,9525.0,781.0,0,8577.0,-4434.0,5335.0,8000.0,-8499.0
360000.0,1,1,2,33,0,0,0,0,0,0,10000.0,7000.0,6000.0,188840.0,28000.0,4000.0,0,2628.0,-14401.0,421804.0,-432730.0,-16745.0
70000.0,2,1,2,25,0,0,0,0,0,0,3000.0,4500.0,4042.0,2500.0,2800.0,2500.0,0,-522.0,-3050.0,-250.0,1019.0,1252.0
10000.0,1,2,2,22,0,0,0,0,0,0,1500.0,2927.0,1000.0,300.0,1000.0,500.0,0,1307.0,2819.0,-2427.0,94.0,781.0
140000.0,2,2,1,37,0,0,0,0,0,0,3000.0,3000.0,3000.0,4000.0,4000.0,3000.0,0,2040.0,1381.0,1355.0,2799.0,2723.0
40000.0,2,1,2,30,0,0,0,2,0,0,3000.0,5000.0,0.0,2000.0,3000.0,0.0,0,2368.0,4626.0,-712.0,1427.0,2561.0
210000.0,1,1,2,29,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
20000.0,2,1,2,22,0,0,2,-1,0,0,3000.0,0.0,16741.0,334.0,0.0,0.0,1,2456.0,-684.0,541.0,334.0,-16675.0
150000.0,2,4,2,46,0,0,-1,0,0,-2,1013.0,1170.0,0.0,0.0,0.0,0.0,1,-1429.0,-1864.0,0.0,-1170.0,0.0
380000.0,1,2,2,32,-1,-1,-1,-1,-1,-1,21540.0,15138.0,24677.0,11851.0,11875.0,8251.0,0,-861.0,-6406.0,16884.0,-20169.0,24.0
20000.0,1,1,2,24,0,0,0,0,0,0,1318.0,1315.0,704.0,928.0,912.0,1069.0,0,1032.0,997.0,389.0,615.0,-417.0
70000.0,1,3,2,42,1,2,2,2,2,0,0.0,3100.0,2000.0,0.0,1500.0,1500.0,1,-871.0,2184.0,1068.0,-764.0,703.0
100000.0,2,3,3,43,0,0,0,0,0,0,2000.0,1606.0,1500.0,2000.0,1500.0,1000.0,0,-10396.0,-7339.0,-4205.0,-3857.0,-2504.0
310000.0,2,2,1,49,-2,-2,-2,-2,-2,-2,7875.0,7600.0,11185.0,3544.0,464.0,0.0,0,-5598.0,-267.0,3585.0,-7641.0,-3080.0
180000.0,2,1,2,25,1,2,0,0,0,0,1300.0,2010.0,1762.0,1762.0,1790.0,1622.0,0,340.0,1016.0,752.0,910.0,899.0
150000.0,2,1,2,29,2,0,0,0,0,0,1600.0,1718.0,1049.0,1500.0,2000.0,5000.0,0,-11231.0,-3559.0,-4916.0,-5476.0,-4502.0
500000.0,2,1,1,45,-2,-2,-2,-2,-2,-2,3640.0,162.0,0.0,151.0,2530.0,0.0,0,1735.0,-3478.0,-162.0,151.0,2379.0
180000.0,2,3,1,34,0,0,0,-1,-1,-1,8500.0,1500.0,7500.0,679.0,9000.0,2000.0,0,-593.0,-7352.0,-1299.0,-7821.0,9000.0
180000.0,2,2,1,34,0,0,0,0,0,0,8083.0,7296.0,5253.0,4814.0,4816.0,3800.0,0,-2446.0,-1132.0,-3700.0,-36406.0,-2284.0
200000.0,2,1,2,34,-1,3,2,2,2,2,0.0,0.0,700.0,0.0,1200.0,0.0,0,-489.0,-316.0,384.0,-466.0,714.0
400000.0,2,2,1,29,0,0,0,0,0,0,17000.0,15029.0,30000.0,12000.0,12000.0,23000.0,0,-1277.0,5348.0,-44006.0,-3543.0,7433.0
500000.0,2,3,1,28,0,0,0,0,0,0,1516.0,1300.0,1000.0,1000.0,2000.0,2000.0,1,790.0,-4760.0,-3941.0,-1110.0,1744.0
70000.0,1,2,1,39,0,0,0,0,0,-1,4025.0,2095.0,1000.0,2000.0,3000.0,0.0,0,1260.0,-2122.0,-53420.0,-2422.0,-13266.0
50000.0,1,1,2,29,2,2,2,2,2,2,0.0,2700.0,0.0,2225.0,1200.0,0.0,1,-687.0,2291.0,-726.0,1802.0,597.0
50000.0,2,2,1,46,0,0,0,-2,-2,-2,1000.0,0.0,0.0,0.0,0.0,0.0,1,448.0,-29166.0,0.0,0.0,0.0
130000.0,2,2,1,51,-1,-1,-2,-2,-1,-1,0.0,0.0,0.0,2353.0,0.0,0.0,0,-99.0,0.0,0.0,2353.0,-2353.0
200000.0,1,1,1,57,-2,-2,-2,-1,2,2,0.0,0.0,8222.0,300.0,0.0,1000.0,1,-3768.0,-4675.0,-135902.0,24.0,-280.0
10000.0,1,2,1,56,2,2,2,0,0,0,2300.0,0.0,150.0,200.0,200.0,160.0,1,2096.0,-215.0,84.0,134.0,130.0
210000.0,2,1,2,30,2,-1,-1,-1,-1,-1,300.0,1159.0,2280.0,300.0,4250.0,909.0,0,0.0,859.0,1121.0,-1980.0,3950.0
130000.0,2,3,2,29,1,-2,-2,-1,2,-1,0.0,0.0,20161.0,0.0,7319.0,13899.0,0,-9660.0,0.0,20161.0,-150.0,-2842.0
20000.0,1,4,2,22,2,0,0,0,0,0,0.0,1200.0,1000.0,500.0,1000.0,0.0,0,-1361.0,81.0,800.0,-6880.0,-5223.0
80000.0,1,1,2,31,-1,-1,-1,-1,-1,-1,0.0,390.0,390.0,390.0,390.0,390.0,0,-780.0,390.0,0.0,0.0,0.0
320000.0,1,2,2,29,2,2,2,2,2,2,2500.0,2500.0,0.0,4800.0,2400.0,1600.0,1,979.0,938.0,-1562.0,3685.0,1219.0
200000.0,2,2,1,32,-1,-1,-1,-1,2,-1,5818.0,15.0,9102.0,17.0,3165.0,1395.0,0,-3289.0,-6471.0,5931.0,-1399.0,-697.0
290000.0,2,1,2,37,1,-2,-1,-1,-1,-1,0.0,3155.0,0.0,2359.0,0.0,0.0,0,0.0,3155.0,-3155.0,2359.0,-2359.0
340000.0,1,1,2,32,-1,-1,-1,-1,-1,-1,5713.0,23453.0,4314.0,80552.0,25949.0,2016.0,0,2502.0,17787.0,-19046.0,75862.0,-54333.0
20000.0,1,2,2,24,0,0,2,0,0,0,2850.0,0.0,610.0,630.0,1500.0,0.0,0,2597.0,-574.0,334.0,356.0,1211.0
50000.0,1,3,2,25,-1,0,0,0,0,0,1759.0,1779.0,320.0,500.0,1000.0,1000.0,0,-5613.0,-1138.0,-26451.0,-46.0,440.0
300000.0,2,1,1,45,-1,-1,-1,-1,-1,-1,291.0,291.0,291.0,291.0,291.0,291.0,0,0.0,0.0,0.0,0.0,0.0
30000.0,2,2,2,22,0,0,0,0,0,0,1686.0,1400.0,560.0,3000.0,1765.0,0.0,1,1225.0,714.0,-2322.0,-1558.0,-20035.0
240000.0,2,2,2,44,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
470000.0,2,3,3,33,0,0,0,0,0,0,6400.0,7566.0,3000.0,960.0,1000.0,3000.0,0,-7470.0,4918.0,-92779.0,-40652.0,618.0
360000.0,2,1,2,26,0,0,0,0,0,-1,4796.0,3400.0,3100.0,146900.0,196.0,2963.0,0,4385.0,2604.0,2700.0,146900.0,-179804.0
60000.0,1,3,2,30,0,0,0,0,0,0,1576.0,1213.0,648.0,768.0,1140.0,0.0,1,1147.0,637.0,-6115.0,-2094.0,-128.0
400000.0,2,2,1,44,0,0,2,0,0,0,10700.0,3.0,3050.0,3000.0,3200.0,2800.0,0,7465.0,-12241.0,-22389.0,560.0,-10932.0
50000.0,2,3,2,49,0,0,0,0,0,0,1676.0,1302.0,700.0,699.0,849.0,826.0,0,-1046.0,-26374.0,-1075.0,-1072.0,140.0
160000.0,1,2,2,33,0,0,0,0,0,0,4400.0,3547.0,80000.0,4500.0,4800.0,4500.0,0,-22220.0,-35874.0,46484.0,-11.0,2011.0
360000.0,2,1,1,45,-1,-1,2,0,-1,-1,1170.0,0.0,0.0,390.0,390.0,390.0,1,780.0,-390.0,-390.0,0.0,0.0
160000.0,2,2,2,32,0,0,0,0,0,-1,1147.0,2000.0,2000.0,0.0,766.0,2303.0,0,925.0,1853.0,2000.0,-1532.0,-6306.0
130000.0,2,1,1,35,0,0,0,-1,-1,-1,40000.0,5000.0,1330.0,7095.0,1190.0,2090.0,0,36553.0,-100126.0,-16410.0,5765.0,-5905.0
20000.0,1,3,2,44,2,2,0,0,0,2,0.0,1651.0,1000.0,2000.0,0.0,1500.0,0,-280.0,1348.0,837.0,1826.0,-344.0
200000.0,1,1,1,53,2,2,2,2,2,2,6300.0,5500.0,5500.0,5500.0,5000.0,5000.0,1,2594.0,1686.0,1638.0,3026.0,2407.0
280000.0,2,1,2,39,-1,-1,-1,0,0,-2,0.0,3968.0,0.0,0.0,0.0,0.0,0,-7524.0,3968.0,-100.0,-3868.0,0.0
100000.0,2,1,2,27,-2,-2,-2,-2,-2,-2,7555.0,0.0,0.0,0.0,0.0,0.0,0,7555.0,-5555.0,0.0,0.0,0.0
160000.0,2,2,1,37,-1,-1,-1,-1,-1,-2,1602.0,840.0,840.0,0.0,0.0,7736.0,0,722.0,-762.0,0.0,-840.0,0.0
60000.0,2,2,2,23,0,0,0,0,0,0,1937.0,1301.0,682.0,690.0,816.0,835.0,0,1202.0,364.0,-27619.0,-386.0,114.0
90000.0,1,2,2,35,0,0,0,0,0,0,3621.0,3597.0,1179.0,1112.0,1104.0,1143.0,0,2271.0,1657.0,-52088.0,-4623.0,-107.0
360000.0,1,1,1,43,-1,-1,-1,-1,-1,0,8339.0,3394.0,12902.0,27000.0,0.0,68978.0,0,4355.0,-4928.0,3057.0,19919.0,-16414.0
150000.0,1,1,2,27,0,0,0,0,0,0,4031.0,10006.0,3266.0,4040.0,1698.0,800.0,0,99.0,2898.0,769.0,-2050.0,-46937.0
50000.0,2,3,1,22,0,0,0,0,0,0,1411.0,1194.0,379.0,281.0,321.0,197.0,0,-562.0,-1163.0,-3847.0,-4284.0,-967.0
20000.0,1,2,1,38,0,0,0,0,0,-1,1699.0,1460.0,626.0,1750.0,150.0,0.0,1,1394.0,192.0,-1319.0,-312.0,-17778.0
140000.0,1,1,2,32,-2,-2,-2,-2,-2,-2,10212.0,850.0,415.0,100.0,1430.0,0.0,0,9540.0,-9362.0,-435.0,-315.0,1330.0
380000.0,2,1,2,30,-2,-2,-1,0,0,0,223.0,33178.0,1171.0,1197.0,1250.0,5000.0,0,-222.0,32778.0,416.0,673.0,492.0
480000.0,1,1,1,63,0,0,0,2,2,0,16078.0,55693.0,17000.0,0.0,18000.0,24200.0,0,9273.0,48090.0,7634.0,-15921.0,-1184.0
50000.0,2,3,2,22,0,0,0,0,0,0,1767.0,1362.0,1002.0,840.0,995.0,904.0,1,-2444.0,-3907.0,-5851.0,-9019.0,617.0
60000.0,2,2,2,26,2,2,2,2,2,0,0.0,5000.0,2511.0,6.0,3000.0,3000.0,0,-1477.0,3967.0,1043.0,-4771.0,-142.0
70000.0,2,2,2,24,-1,-1,-2,-2,-2,-1,0.0,0.0,0.0,0.0,26529.0,2000.0,0,-5580.0,0.0,0.0,0.0,26529.0
80000.0,2,2,1,36,-1,-1,-1,-1,-1,-1,2861.0,3279.0,3319.0,1150.0,1150.0,1035.0,0,-3247.0,416.0,42.0,-2169.0,0.0
350000.0,1,1,2,52,-1,-1,-1,-1,-1,-1,2272.0,722.0,867.0,1150.0,5263.0,5011.0,0,1559.0,-1550.0,145.0,283.0,4113.0
130000.0,1,2,2,38,0,0,0,-1,-1,-1,10908.0,0.0,133657.0,4566.0,133841.0,4796.0,0,6944.0,-138442.0,80543.0,-76356.0,82441.0
360000.0,1,2,1,35,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
330000.0,2,1,1,31,0,0,2,0,0,0,9260.0,0.0,3593.0,4100.0,15794.0,0.0,0,2552.0,-2837.0,302.0,595.0,798.0
50000.0,1,3,1,47,0,0,2,0,0,0,2000.0,1000.0,1000.0,1000.0,1000.0,1000.0,0,1478.0,459.0,747.0,743.0,722.0
280000.0,1,2,1,41,2,2,2,2,2,3,6500.0,0.0,14254.0,14850.0,0.0,5000.0,0,2859.0,-3719.0,9588.0,7773.0,-2759.0
100000.0,2,1,2,24,0,0,0,0,0,0,2000.0,2677.0,3076.0,5080.0,3000.0,2033.0,0,564.0,1785.0,1599.0,4024.0,-387.0
50000.0,1,2,2,41,0,0,0,0,0,0,1340.0,1305.0,700.0,718.0,724.0,684.0,0,279.0,965.0,15.0,37.0,-354.0
30000.0,1,1,2,24,-1,2,0,0,3,2,0.0,1312.0,3000.0,0.0,1000.0,1000.0,1,-581.0,1013.0,2688.0,-627.0,509.0
240000.0,1,1,2,28,-1,-1,-1,-1,-1,-1,326.0,326.0,5676.0,476.0,326.0,526.0,0,0.0,0.0,5350.0,-5200.0,-150.0
80000.0,1,2,2,26,2,0,0,0,0,0,2000.0,1700.0,1000.0,1000.0,1000.0,1000.0,1,1464.0,1137.0,425.0,574.0,557.0
400000.0,1,2,1,34,-1,-1,-1,-1,-1,-1,9677.0,11867.0,7839.0,14837.0,7959.0,5712.0,0,-9994.0,2201.0,-4028.0,6998.0,-6878.0
240000.0,2,2,2,38,0,0,0,0,-1,-1,2000.0,3000.0,3000.0,1307.0,1203.0,563.0,0,1191.0,1570.0,-536.0,-51172.0,-104.0
50000.0,1,3,2,37,2,2,2,3,2,2,1000.0,4035.0,1000.0,1400.0,2800.0,0.0,1,-28.0,2977.0,-102.0,467.0,1825.0
450000.0,1,1,1,40,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
110000.0,2,1,1,48,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
310000.0,2,2,1,35,2,0,0,0,0,0,13019.0,11128.0,8407.0,8599.0,6833.0,5987.0,1,6252.0,-4929.0,-47704.0,-12119.0,-47602.0
20000.0,1,1,2,27,0,0,0,0,0,0,1404.0,1130.0,600.0,861.0,313.0,0.0,0,-153.0,336.0,80.0,339.0,-4087.0
20000.0,1,2,2,23,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
200000.0,1,3,2,52,0,0,0,0,0,0,3568.0,3585.0,3602.0,3848.0,3669.0,3784.0,0,-10621.0,-579.0,1963.0,2232.0,1847.0
180000.0,1,1,1,36,0,0,0,0,0,0,4655.0,2690.0,2067.0,2142.0,2217.0,1000.0,1,-47314.0,-17144.0,-3512.0,1987.0,-1826.0
50000.0,1,2,1,51,0,0,0,0,0,0,1000.0,1066.0,1300.0,1500.0,1200.0,134.0,1,552.0,604.0,844.0,1028.0,702.0
60000.0,1,3,1,55,3,2,2,0,0,0,2504.0,7.0,1200.0,1200.0,1100.0,1500.0,0,929.0,-4206.0,-28391.0,657.0,-2963.0
30000.0,2,1,2,23,1,-2,-2,-2,-1,-1,5645.0,3508.0,27.0,13771.0,5911.0,3024.0,0,1645.0,-2137.0,-3535.0,13771.0,-7838.0
240000.0,1,1,2,41,1,-1,-1,0,0,-1,2622.0,3301.0,0.0,360.0,1737.0,924.0,0,2527.0,679.0,-137.0,-2804.0,1377.0
420000.0,1,2,1,34,0,0,0,0,0,0,9744.0,9553.0,7603.0,7830.0,7253.0,11326.0,0,-5711.0,-18694.0,-8098.0,-10345.0,-22498.0
330000.0,1,3,1,46,0,0,0,0,0,0,8210.0,8095.0,8025.0,8175.0,8391.0,8200.0,0,1330.0,925.0,-2057.0,188.0,428.0
30000.0,2,2,2,22,0,0,0,0,0,0,2000.0,1400.0,0.0,500.0,0.0,1560.0,0,-2307.0,567.0,-1362.0,-7747.0,-18383.0
240000.0,1,2,1,34,0,0,0,2,2,2,1500.0,1800.0,0.0,1000.0,0.0,327.0,0,1361.0,1646.0,-412.0,889.0,-267.0
150000.0,1,1,2,27,0,0,0,0,0,0,2500.0,3000.0,3000.0,3000.0,3500.0,5000.0,0,1898.0,2658.0,2614.0,2586.0,3029.0
210000.0,2,2,1,33,0,0,0,0,0,0,1500.0,1500.0,1000.0,500.0,2000.0,546.0,0,831.0,795.0,397.0,-4785.0,1304.0
50000.0,2,3,1,51,-1,-1,-1,-1,-2,-2,300.0,5880.0,0.0,0.0,0.0,0.0,1,-452.0,5580.0,-5880.0,0.0,0.0
50000.0,1,1,2,24,0,0,0,0,0,0,2360.0,1700.0,1000.0,900.0,870.0,2130.0,0,-658.0,-557.0,-30156.0,-55.0,-380.0
240000.0,1,1,2,47,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0
180000.0,1,2,2,28,-1,-1,-1,-1,-1,-1,0.0,416.0,332.0,500.0,3500.0,832.0,0,-1832.0,832.0,-500.0,84.0,0.0
50000.0,1,2,2,23,1,2,2,2,0,0,1000.0,10000.0,400.0,700.0,800.0,600.0,0,702.0,9750.0,-587.0,-117.0,-1814.0
170000.0,1,2,2,29,-2,-2,-2,-2,-2,-2,10000.0,10000.0,10000.0,9983.0,15863.0,10000.0,0,-2159.0,0.0,0.0,-17.0,5863.0
20000.0,1,1,2,29,-1,-1,-1,-1,0,-1,15586.0,344.0,2340.0,4702.0,339.0,330.0,0,14387.0,-15242.0,1996.0,4362.0,-6363.0
50000.0,1,1,2,28,0,0,0,0,0,3,1000.0,1500.0,2000.0,1583.0,1100.0,0.0,0,914.0,1402.0,1880.0,1429.0,-486.0
170000.0,2,2,2,27,0,0,0,0,0,0,1661.0,1200.0,351.0,358.0,182.0,0.0,1,1044.0,539.0,-3292.0,358.0,-8818.0
200000.0,1,1,2,34,1,2,0,0,0,0,8000.0,5000.0,55500.0,5000.0,5000.0,8500.0,0,-21044.0,-83123.0,42599.0,-3435.0,-72358.0
80000.0,2,2,1,23,1,2,3,2,0,0,1650.0,0.0,0.0,379.0,2091.0,1.0,0,1354.0,-317.0,-307.0,225.0,1911.0
260000.0,2,1,1,60,1,-2,-1,-1,-1,-1,0.0,22500.0,0.0,969.0,1000.0,0.0,0,0.0,22500.0,-21400.0,969.0,-100.0
140000.0,1,2,1,32,0,0,0,0,2,0,3455.0,3110.0,5000.0,0.0,2100.0,2602.0,0,-8485.0,-9806.0,-3688.0,-6329.0,-3068.0
80000.0,1,1,2,25,0,0,0,0,0,0,30000.0,3000.0,6000.0,8000.0,2000.0,14000.0,0,13300.0,-12268.0,-2389.0,864.0,-10125.0
350000.0,1,1,2,41,1,-1,-1,-1,-1,-2,2906.0,1000.0,630.0,0.0,0.0,0.0,0,2698.0,-1906.0,-370.0,-630.0,0.0
280000.0,2,2,1,56,0,0,0,0,0,0,8042.0,6700.0,5137.0,100000.0,7000.0,6321.0,0,-26425.0,-50093.0,-30474.0,75362.0,-7834.0
30000.0,2,3,2,26,0,0,0,0,0,0,1700.0,1500.0,1000.0,1500.0,1500.0,1500.0,0,1392.0,1021.0,508.0,1149.0,1122.0
140000.0,1,1,1,34,0,0,0,0,0,0,5000.0,5000.0,11885.0,5000.0,3000.0,5504.0,0,4105.0,4024.0,11056.0,3957.0,1613.0
200000.0,2,1,2,37,0,0,0,0,0,0,4000.0,3250.0,3250.0,3500.0,3560.0,5000.0,0,-2550.0,-13227.0,1295.0,1567.0,1526.0
200000.0,2,3,2,30,0,0,0,0,0,0,7300.0,7108.0,7680.0,6200.0,5000.0,4500.0,0,112.0,-6619.0,-22361.0,-20188.0,-24651.0
210000.0,1,3,1,45,2,3,4,4,5,6,10478.0,10478.0,11078.0,11078.0,11678.0,10478.0,1,7119.0,6943.0,7430.0,8256.0,8572.0
50000.0,1,3,1,57,3,2,0,0,0,0,0.0,1600.0,500.0,500.0,600.0,600.0,0,-492.0,1085.0,-20.0,284.0,372.0
30000.0,1,1,2,41,2,2,2,2,2,0,3500.0,0.0,2200.0,0.0,1200.0,1250.0,0,3096.0,-735.0,1450.0,-589.0,742.0
50000.0,1,2,2,27,2,-1,-1,-1,-1,2,390.0,780.0,216.0,864.0,0.0,390.0,0,0.0,390.0,-564.0,864.0,-540.0
290000.0,1,3,1,47,-1,-1,-1,-1,0,-1,396.0,396.0,792.0,0.0,423.0,369.0,0,-838.0,0.0,396.0,-396.0,27.0
250000.0,2,1,1,34,0,0,2,0,0,0,17994.0,0.0,5469.0,5656.0,6811.0,3920.0,0,15635.0,-5017.0,962.0,3194.0,4223.0
60000.0,2,2,1,46,0,0,0,0,0,0,3000.0,1500.0,1500.0,1000.0,1500.0,1500.0,0,2655.0,1105.0,1126.0,621.0,1101.0
110000.0,2,1,2,27,0,0,0,0,0,0,5500.0,3900.0,3000.0,2900.0,3000.0,2800.0,0,3155.0,60.0,-30118.0,1321.0,1196.0
